policy_number	accepts_policy_number	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding
	8090265672	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	CONCRETE	SEMPF	1989		100	100	200	1000	550	34	3	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090263297	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263545	2	Owned	1	1	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	CONCRETE	INDM	1994		100	100	200	1000	550	37	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262752	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	DIASB	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264576	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	HSWF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090262521	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264949	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265979	2	Owned	3	3	House	End-Terraced House	Brick		0-25	NOT_LIS	TILE	SEMPF	1997		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090263982	2	Owned	1	1	Bungalow	Link Detached Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	1993		200	100	300	1000	550	37	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090263818	2	Owned	3	3	Town House	Semi-Detached Town House	Concrete		0-50	NOT_LIS	TILE	HSWF	1983		200	100	300	1000	550	37	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264071	2	Owned	1	1	Flat	Flat - Basement	Stone Construction		0-50	NOT_LIS	CONCRETE	STUD	1985		150	100	250	1000	550	37	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265029	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	DIASB	2000		100	100	200	1000	550	42	3	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090264303	2	Owned	2	2	House	Mid Terraced House	Concrete		0-50	NOT_LIS	ASPHALT	VOLUN	1981		200	100	300	1000	550	37	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090267330	2	Mortgaged	2	1	Flat	Flat - Ground Floor	Brick		None	NOT_LIS	TILE	EMPF	1971		150	100	250	1000	550	22	1	2	3	0	0	0	None	14	699.00	0.00	0
	8090262398	2	Owned	1	1	House	Semi-Detached House	Brick		0-25	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262778	2	Owned	2	2	House	Detached House	Stone Construction		0-50	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090264568	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	SEMPF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090262810	2	Owned	2	2	House	Mid Terraced House	Stone Construction		0-25	NOT_LIS	SLATE	UNEMP	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264394	2	Owned	2	2	Dorma Bungalow	Detached Dorma Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	UNEMP	1996		150	100	250	1000	550	36	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263644	2	Owned	3	3	Flat	Flat - First Floor and Above	Stone Construction		0-50	NOT_LIS	TILE	DIASB	1985		150	100	250	1000	550	37	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264972	2	Owned	1	1	House	Detached House	Brick		0-25	NOT_LIS	TILE	RETD	2000		100	100	200	1000	550	42	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090265938	2	Owned	3	3	House	Semi-Detached House	Concrete		0-50	NOT_LIS	TILE	HSWF	1992		200	100	300	1000	550	43	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090264188	2	Owned	2	2	Bungalow	Link Detached Bungalow	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1993		200	100	300	1000	550	39	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265391	2	Owned	4	4	House	End-Terraced House	Brick		0-25	NOT_LIS	SLATE	EMPF	1997		100	100	200	1000	550	41	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264923	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	SEMPF	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090266274	2	Owned	1	1	Dorma Bungalow	Mid Terraced Dorma Bungalow	Brick		0-25	NOT_LIS	CONCRETE	EMPF	1985		100	100	200	1000	550	38	3	1	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090266324	2	Owned	2	2	Town House	Mid Terraced Town House	Concrete		0-50	NOT_LIS	ASPHALT	RETD	1984		200	100	300	1000	550	37	3	2	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090266357	2	Owned	1	1	House	Semi-Detached House	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1982		200	100	300	1000	550	40	3	1	4	0	0	0	0-50	14	699.00	0.00	2-5
	8090264543	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	UNEMP	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264147	2	Owned	2	2	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	2000		150	100	250	1000	550	41	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265656	2	Owned	3	3	Flat	Flat - First Floor and Above	Stone Construction		0-50	NOT_LIS	TILE	DIASB	1981		150	100	250	1000	550	41	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090262968	2	Owned	2	2	House	Detached House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	1	2	4	0	0	0	0-50	14	699.00	0.00	0
	8090262844	2	Owned	1	1	House	Mid Terraced House	Brick		0-50	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090262976	2	Owned	1	1	House	Detached House	Brick		0-50	NOT_LIS	TILE	HSWF	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090262745	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090265516	2	Owned	1	1	Bungalow	Detached Bungalow	Concrete		0-50	NOT_LIS	CONCRETE	VOLUN	1998		200	100	300	1000	550	35	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090264006	2	Owned	3	3	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	TILE	DIASB	2000		150	100	250	1000	550	34	3	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266779	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	RETD	2000		100	100	200	1000	550	42	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090262919	2	Owned	2	2	House	Semi-Detached House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	UNEMP	2000		100	100	200	1000	550	42	1	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090263024	2	Owned	2	2	House	Detached House	Stone Construction		0-25	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	4	0	0	0	0-25	14	699.00	0.00	0
	8090263586	2	Owned	1	1	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	CONCRETE	UNEMP	1996		150	100	250	1000	550	37	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266241	2	Owned	2	2	Dorma Bungalow	Semi-Detached Dorma Bungalow	Brick		0-25	NOT_LIS	ASPHALT	SEMPF	1997		100	100	200	1000	550	41	3	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090266910	2	Owned	1	1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-25	14	699.00	0.00	2-5
	8090263800	2	Owned	2	2	Dorma Bungalow	End Terraced Dorma Bungalow	Stone Construction		0-50	NOT_LIS	ASPHALT	STUD	1992		150	100	250	1000	550	33	1	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090263693	2	Owned	4	4	House	End-Terraced House	Brick		0-25	NOT_LIS	SLATE	EMPF	1986		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090267389	2	Owned	2	2	Bungalow	Link Detached Bungalow	Brick		0-25	NOT_LIS	ASPHALT	EMPF	1993		100	100	200	1000	550	38	3	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090265540	2	Owned	4	4	Bungalow	End Terraced Bungalow	Concrete		0-50	NOT_LIS	SLATE	HSWF	1984		200	100	300	1000	550	39	3	2	3	0	0	0	0-50	14	699.00	0.00	0
	8090265631	2	Owned	1	1	Town House	Mid Terraced Town House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	1995		200	100	300	1000	550	33	3	1	4	0	0	0	0-50	14	699.00	0.00	0
	8090266118	2	Owned	1	1	Town House	Mid Terraced Town House	Concrete		0-50	NOT_LIS	CONCRETE	HSWF	1997		200	100	300	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090263453	2	Owned	4	4	House	Detached House	Brick		0-25	NOT_LIS	SLATE	INDM	1992		100	100	200	1000	550	39	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090263578	2	Owned	4	4	Dorma Bungalow	Mid Terraced Dorma Bungalow	Brick		0-25	NOT_LIS	SLATE	SEMPF	1980		100	100	200	1000	550	40	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264410	2	Owned	1	1	Flat	Flat - Basement	Brick		0-25	NOT_LIS	CONCRETE	EMPF	1997		100	100	200	1000	550	38	3	1	3	0	0	0	0-25	14	699.00	0.00	0
	8090265110	2	Owned	1	1	House	Semi-Detached House	Concrete		0-25	NOT_LIS	CONCRETE	DIASB	2000		100	100	200	1000	550	42	3	1	4	0	0	0	0-25	14	699.00	0.00	0
	8090266654	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	SEMPF	2000		100	100	200	1000	550	42	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5
	8090262539	2	Owned	1	1	House	Mid Terraced House	Concrete		0-50	NOT_LIS	CONCRETE	RETD	2000		100	100	200	1000	550	42	1	1	3	0	0	0	0-50	14	699.00	0.00	0
	8090266167	2	Owned	2	2	House	Link Detached House	Stone Construction		0-50	NOT_LIS	ASPHALT	UNEMP	1982		150	100	250	1000	550	40	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5
	8090267231	2	Mortgaged		1	Flat	Flat - Ground Floor	Brick		None	NOT_LIS	TILE	EMPF	1971		150	100	250	1000	550	22	1	2	3	0	0	0	None	14	699.00	0.00	0
	8090263636	2	Owned	2	2	Flat	Flat - Ground Floor	Brick		0-25	NOT_LIS	ASPHALT	INDM	1994		100	100	200	1000	550	34	1	2	3	0	0	0	0-25	14	699.00	0.00	0
	8090264360	2	Owned	3	3	Bungalow	Mid Terraced Bungalow	Stone Construction		0-50	NOT_LIS	TILE	DIASB	1982		150	100	250	1000	550	37	3	1	3	0	0	0	0-50	14	699.00	0.00	0
